Manufacturer;Series;Model;Impeller;DnOut;FreePassageMm;P2Kw;Rpm;Voltage;Qmax_m3h;H0_m;QH_points;QP;QEta;QNpsh;Quality;Document
Caprari;K+ KCM;KCM100NC+035022N3;SingleChannel;100;80.0;35.0;2900;3~400 В;180.0;73.9;9;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 87; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM100ND+019342N3;SingleChannel;100;100.0;19.3;1450;3~400 В;270.0;34.3;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 81; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM100ND+026022N3;SingleChannel;100;80.0;26.0;2900;3~400 В;144.0;67.9;8;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 87; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM100ND+035022N3;SingleChannel;100;80.0;35.0;2900;3~400 В;180.0;68.0;10;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 87; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM100NE+026022N3;SingleChannel;100;80.0;26.0;2900;3~400 В;180.0;59.3;10;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 87; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM100NF+026022N3;SingleChannel;100;80.0;26.0;2900;3~400 В;201.6;54.5;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 87; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM100NG+019342N3;SingleChannel;100;100.0;19.3;1450;3~400 В;270.0;31.0;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 81; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM100NG+026022N3;SingleChannel;100;80.0;26.0;2900;3~400 В;201.6;49.4;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 87; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM100NL+016542N3;SingleChannel;100;100.0;16.5;1450;3~400 В;270.0;27.4;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 81; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW100HA+005842N3;Vortex;100;100.0;5.8;1450;3~400 В;108.0;15.0;14;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 53; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW100HF+004641N3;Vortex;100;100.0;4.6;1450;3~400 В;117.0;11.6;15;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 53; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW100HL+003741N3;Vortex;100;100.0;3.7;1450;3~400 В;129.6;10.0;17;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 53; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW100HN+002941N3;Vortex;100;100.0;2.9;1450;3~400 В;108.0;8.8;14;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 53; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW100HR+002141N3;Vortex;100;100.0;2.1;1450;3~400 В;90.0;7.4;12;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 53; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW100LA+004061N3;Vortex;100;100.0;4.0;960;3~400 В;158.4;10.1;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 49; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW100LA+012542N3;Vortex;100;100.0;12.5;1450;3~400 В;241.2;23.0;14;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 55; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW100LC+004061N3;Vortex;100;100.0;4.0;960;3~400 В;144.0;8.3;12;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 49; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW100LC+010542N3;Vortex;100;100.0;10.5;1450;3~400 В;180.0;18.8;12;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 55; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW100LE+004061N3;Vortex;100;100.0;4.0;960;3~400 В;108.0;7.3;10;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 49; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW100LE+007542N3;Vortex;100;100.0;7.5;1450;3~400 В;162.0;16.6;11;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 55; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW100ND+035022N3;Vortex;100;80.0;35.0;2900;3~400 В;108.0;56.3;10;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 85; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW100NE+035022N3;Vortex;100;80.0;35.0;2900;3~400 В;126.0;53.4;11;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 85; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW100NF+035022N3;Vortex;100;80.0;35.0;2900;3~400 В;144.0;49.7;12;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 85; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW100NG+035022N3;Vortex;100;80.0;35.0;2900;3~400 В;180.0;45.5;14;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 85; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW100NH+035022N3;Vortex;100;80.0;35.0;2900;3~400 В;216.0;40.6;16;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 85; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW100NI+026022N3;Vortex;100;80.0;26.0;2900;3~400 В;180.0;35.4;14;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 85; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW100NL+026022N3;Vortex;100;80.0;26.0;2900;3~400 В;198.0;29.2;15;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 85; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA150HA+005842N3;Open;150;151.9;5.8;1450;3~400 В;277.2;16.8;12;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 69; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA150HD+004641N3;Open;150;142.5;4.6;1450;3~400 В;216.0;15.1;10;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 69; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA150HG+003741N3;Open;150;141.9;3.7;1450;3~400 В;180.0;12.9;10;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 69; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA150HL+002941N3;Open;150;141.7;2.9;1450;3~400 В;180.0;11.4;10;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 69; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA150HP+002141N3;Open;150;126.6;2.1;1450;3~400 В;162.0;9.6;10;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 69; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA150NA+026042N3;Open;150;382.4;26.0;1450;3~400 В;471.6;36.9;18;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 91; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA150ND+021042N3;Open;150;409.2;21.0;1450;3~400 В;450.0;32.7;17;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 91; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA150NG+019342N3;Open;150;376.8;19.3;1450;3~400 В;471.6;30.1;18;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 91; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA150NL+016542N3;Open;150;354.3;16.5;1450;3~400 В;471.6;26.2;18;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 91; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM150HA+005842N3;SingleChannel;150;80.0;5.8;1450;3~400 В;270.0;18.1;14;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 65; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM150HD+004641N3;SingleChannel;150;80.0;4.6;1450;3~400 В;216.0;12.1;11;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 65; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM150LA+004061N3;SingleChannel;150;100.0;4.0;960;3~400 В;223.2;12.4;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 63; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM150LD+004061N3;SingleChannel;150;100.0;4.0;960;3~400 В;180.0;10.9;14;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 63; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM150LG+004061N3;SingleChannel;150;100.0;4.0;960;3~400 В;162.0;9.3;9;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 63; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM150NA+026042N3;SingleChannel;150;115.0;26.0;1450;3~400 В;478.8;39.9;15;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 89; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM150ND+021042N3;SingleChannel;150;115.0;21.0;1450;3~400 В;360.0;34.9;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 89; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM150NG+019342N3;SingleChannel;150;115.0;19.3;1450;3~400 В;360.0;32.0;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 89; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM150NL+016542N3;SingleChannel;150;115.0;16.5;1450;3~400 В;360.0;27.6;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 89; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM150RB+055042X1;SingleChannel;150;102.0;55.0;1450;3~400 В;648.0;62.1;15;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 133; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM150RE+045042X1;SingleChannel;150;102.0;45.0;1450;3~400 В;648.0;54.2;15;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 133; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM150RH+037042X1;SingleChannel;150;102.0;37.0;1450;3~400 В;648.0;47.6;15;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 133; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM150RM+030042X1;SingleChannel;150;102.0;30.0;1450;3~400 В;540.0;42.4;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 133; размеры/масса и данные двигателей — там же"
Caprari;K+ KCD;KCD200NA+007562N3;MultiChannel;200;100.0;7.5;960;3~400 В;583.2;10.4;11;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 71; размеры/масса и данные двигателей — там же"
Caprari;K+ KCD;KCD200NA+011062N3;MultiChannel;200;100.0;11.0;960;3~400 В;583.2;11.6;11;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 95; размеры/масса и данные двигателей — там же"
Caprari;K+ KCD;KCD200NA+026042N3;MultiChannel;200;100.0;26.0;1450;3~400 В;972.0;24.9;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 97; размеры/масса и данные двигателей — там же"
Caprari;K+ KCD;KCD200ND+021042N3;MultiChannel;200;100.0;21.0;1450;3~400 В;810.0;20.1;10;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 97; размеры/масса и данные двигателей — там же"
Caprari;K+ KCD;KCD200NG+007562N3;MultiChannel;200;100.0;7.5;960;3~400 В;450.0;7.7;11;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 71; размеры/масса и данные двигателей — там же"
Caprari;K+ KCD;KCD200NG+011062N3;MultiChannel;200;100.0;11.0;960;3~400 В;450.0;8.1;10;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 95; размеры/масса и данные двигателей — там же"
